2	 和
4	 在
6	 提供
9	 或
11	绝不会
12	+ 添加另一个地址
14	。它们是你的
20	API 密钥（可选）
21	关于
25	添加 DNS 记录
26	添加 DNS 记录失败
28	添加另一条 DNS 记录
29	添加另一个收款人
30	添加自定义代币
31	添加更多主题
32	新建
35	添加新地址
36	添加节点
37	添加收款人
38	添加代币
39	附加信息（可选）
40	地址
41	地址簿按钮。打开地址簿以选择地址。
42	地址列表按钮。打开地址列表。
43	地址簿
44	地址已复制
45	地址已复制到剪贴板
46	地址详情
47	地址标签
49	高级
51	全部交易
52	两者均允许
53	金额
54	正在匿名化余额
55	外观
56	应用
57	批准交易
58	确定取消{0}过程吗？
59	确定清除 {0} 的 ElectrumX 缓存吗？
60	确定删除所有钱包吗？
61	确定解冻此铭文吗？
62	排列方式
63	尝试
64	尝试签名
65	注意
66	注意！
67	验证身份以访问 {0} 备份与恢复设置
68	验证身份以修改 PIN
69	验证身份以修改自动锁定设置
70	验证身份以创建胁迫 PIN
71	验证身份以删除钱包
72	验证身份以发送交易
73	验证身份以显示 WIF 私钥
74	验证身份以显示私有查看密钥
75	验证身份以查看恢复数据
76	验证身份以查看助记词
77	验证身份以查看 Spark 查看密钥
78	验证身份以查看扩展公钥数据
79	自动备份
81	可用私有余额
82	可用{0}余额
83	BIP39 附加口令
84	返回服务
85	立即备份
86	退格按钮。删除最后一位数字。
87	创建备份失败
88	备份文件不存在
89	备份已保存至：
91	加速交易
92	广播错误
93	广播交易失败
94	正在向网络广播交易
95	浏览
106	取消
108	取消
109	仍然取消
112	取消恢复过程
113	取消{0}过程
114	正在取消交易
115	取消将撤销可能已应用的更改
125	正在检查…
130	选择地址
131	选择文件…
132	从 {0} 选择
133	选择你的 {0} 钱包
141	清空区块高度输入框。
142	清空地址输入框。
143	清空配置输入框。
144	清空 FROST 步骤输入框。
145	清空密钥输入框。
146	清空备注输入框。
147	清除 ElectrumX 缓存
148	正在清除缓存…
149	关闭
150	币控制
151	CoinGecko 已关闭（不显示价格变化或法币估值）。\n\n
152	CoinGecko 已开启（显示 24 小时价格变化及法币估值）。\n\n
154	完成
156	完成设置
158	状态
159	配置
160	确认
161	确认交易
162	确认附加口令
163	确认发送全部
164	确认交易
165	连接
166	已连接至 {0}
167	连接失败。请检查地址后重试。
168	已发起到 {0} 的连接
169	连接成功
170	联系人详情
171	联系人将被永久删除！
172	继续
174	合约地址
175	合约详情
176	转换为观察钱包。助记词只显示一次，请妥善保存。丢失助记词将无法使用此钱包中的资金。
177	正在转换为观察钱包
178	已复制到剪贴板
179	已复制到剪贴板！
180	复制
181	复制按钮。将助记词复制到剪贴板。
182	复制地址
183	复制助记词
184	核对正确！钱包已设置完成。
185	无法连接节点
186	无法连接服务器
191	无法在区块浏览器中打开
192	创建
193	创建自动备份
195	创建钱包失败
197	创建备份
198	创建胁迫 PIN
200	创建多签交易
201	创建新群组
202	创建附加口令
203	创建签名配置失败
207	正在创建钱包
208	货币
209	当前手续费
210	当前费率
213	日期模式
214	调试
215	小数位数
216	拒绝
219	默认
220	默认使用所有者地址
221	删除账户
222	删除节点
223	删除钱包
224	删除钱包按钮。开始删除当前钱包。
225	删除 {0}？
228	派生方式
229	派生路径
236	详情
237	开发者选项
238	关闭自动备份
239	放弃
240	断开连接
241	关闭
242	显示名称
243	显示名称已更新
244	多样化因子
245	不要透露个人信息、钱包详情或私钥。\n
246	确定删除 {0} 吗？
250	完成
251	下载
252	下载为 PNG
254	正在下载并安装主题…
255	配置盐值重复
256	胁迫 PIN 已设置
258	编辑
259	编辑自动备份
261	编辑地址
262	编辑联系人
263	编辑群组详情
264	编辑标签
265	编辑节点
266	编辑备注
267	编辑兑换备注
268	编辑 {0}
269	编辑 {0} 单位
270	电子邮箱
271	启用自动备份
272	启用指纹验证
273	编码后的配置
274	编码后的交易配置
275	正在加密备份
276	正在加密初始备份
282	请输入 0 到 {0} 之间的数字。
283	输入地址标签
284	输入配置
285	输入联系人名称
286	输入当前密钥
289	输入备注（可选）
290	输入名称
294	输入参与人数
295	输入签名数量
296	输入附加口令
297	输入密码
298	输入 {0} 收款地址
300	输入你的 BIP39 附加口令
301	输入你的名称
302	输入 {0} 地址
303	输入 {0} 地址（可选）
304	输入 {0} 金额…
305	输入 {0} 退款地址
308	错误
309	处理图片出错，请重试。
310	选择文件出错。
313	异常：
319	退出
320	到期时间与有效期
321	导出日志
322	正在导出日志…
325	取消交易失败
326	修改日志路径失败
328	完成密钥生成失败
329	完成签名过程失败
330	继续签名失败
331	创建账单失败
332	创建请求失败
333	创建请求失败：{0}
335	图片解码失败。
336	备份文件解密失败
337	启用自动备份失败
338	导出日志失败
342	生成密钥失败：{0}
343	生成份额失败
344	安装主题失败：
348	无法打开“{0}”
349	恢复失败
352	设置密钥失败：{0}
354	更新自动备份失败
356	收藏的钱包
360	正在查询交易虚拟大小…
361	筛选
362	筛选地址
363	完成
374	第一页
377	冻结
378	完整私有余额
379	全名
380	完整{0}余额
385	GOwallet
386	GOwallet does not hold your keys. Protect your device and offline backups. Security settings cannot eliminate risks from a compromised system, malicious nodes or a leaked recovery phrase.
387	生成
388	生成二维码
389	生成配置
390	生成密钥
391	生成新密钥
392	生成份额
393	生成交易
394	正在生成地址
395	正在生成签名配置
396	正在生成交易
397	正在生成…
401	返回
402	隐藏设置
403	主机地址
404	使用说明
405	我已了解
407	我同意
408	我已备份密钥和配置
411	我已保存所有助记词并逐一核对
422	我已保存密钥
423	标识符
424	IP 地址
425	如果有人要求你向其转账或发送加密货币，请警惕诈骗。\n\n
427	图片已保存至 {0}
428	导入
434	注意：防范诈骗！\n\n
436	不正确，请重试。
437	索引
439	信息
443	安装
444	安装主题文件
445	正在安装 {0}…
447	PIN 不正确
448	地址无效
449	金额无效
450	配置无效
451	附加口令无效
452	助记词无效！
454	继续恢复
455	密钥已复制到剪贴板
456	密钥
457	标签
458	语言
459	最后一页
460	加载主题
462	正在加载币种
463	正在加载币种数据
465	正在加载钱包…
466	正在加载扩展公钥
467	正在加载 {0}
468	正在加载…
469	日志
470	登录名（可选）
472	查询
474	管理
476	管理节点
477	主密钥指纹
484	备注
485	元数据地址
486	正在迁移\n可能需要一些时间\n请不要离开此页面
490	分钟
492	缺少币种！
495	月
496	更多
497	更多设置
514	暂无
515	名称
516	名称查询失败
517	名称
518	网络
519	网络按钮。打开网络状态页面。
521	不要相信任何自称客服的私信。\n
522	新建
523	新建联系人
524	新费率必须高于当前费率。
526	新的{0} PIN 已设置
527	下一步
528	下一页
529	否
530	图片中未找到二维码。
533	未选择文件
537	不支持 {0} 钱包
538	未找到 {0} 钱包，请先创建。
539	节点名称
540	节点
541	随机数
543	备注
544	提示
545	通知记录已删除
546	通知
